Word,Polar
蒙受耻辱,-1
冲天骂娘,-1
撒赖,-1
爽直,1
起褶子,-1
不成比例,-1
乱七八糟,-1
找谁干啊,-1
实际,1
阴郁的,-1
英姿,1
名实相符,1
昭著,1
荣登,1
美传,1
明细,1
注意的,1
搁浅,-1
昂昂,1
情意恳挚,1
玩忽行为,-1
精当,1
拘束,-1
平妥,1
人民,1
噘着嘴说,-1
看你娘卡好,-1
悒,-1
生病的,-1
漫不经意,-1
厚礼,1
死有余辜,-1
怨苦,-1
放心,1
灵效,1
装死,-1
自扰,-1
筹备,1
下不来台,-1
斗妍,1
巴望,1
步入歧途,-1
翩翩,1
欣,1
爆炸性,-1
衔冤,-1
合法,1
猪就是猪,-1
有害的植物,-1
乌压压,-1
财喜,1
捕风捉影,-1
高妙,1
怨言,-1
惬心,1
毁坏,-1
经师,1
汽车扣押场,-1
无可奈何状态,-1
冷箭,-1
腐蚀物,-1
兼顾,1
断根,1
恶性的,-1
巧取,-1
漠不关心的,-1
败胃,-1
使难办,-1
饥饿的,-1
压抑,-1
泽润,1
安如磐石,1
哄抢,-1
胸怀坦白,1
真正的,1
担任,1
不信任,-1
被擦模糊,-1
快快活活,1
值得,1
伸腿,-1
聪颖,1
任人唯贤,1
吓一跳,-1
新兴,1
颠倒黑白,-1
面有愧色,-1
奇勋,1
能实行的,1
娇绿,1
何苦,-1
赞成票,1
坑坑洼洼,-1
集锦,1
翔实,1
繁华,1
侵占,-1
深恶痛绝,-1
情兴,1
被动性,-1
扑腾,-1
才学,1
苍郁,1
拒付,-1
芳泽,1
讹谬,-1
加意,1
才华横溢,1
镇定,1
有啥,-1
世俗的,-1
阴黑,-1
气死ㄌ,-1
赞赏,1
灵捷,1
呻吟,-1
未触及,-1
品行端正的,1
错落有致,1
荣归,1
伟岸,1
春光明媚,1
探索,1
冥顽,-1
信实,1
有心眼,1
死气,-1
花里胡哨,-1
不正派,-1
贪得无厌的,-1
舍己救人,1
好端端,1
和平的,1
值得尊敬,1
惊奇不已,-1
干瘪瘪,-1
稚气,-1
宿命论的,-1
傥荡,-1
费尽心血,1
捍卫,1
打算,-1
神经病,-1
煎熬,-1
重大,1
贪欲,-1
气度不凡,1
必备,1
浓烈,-1
伤害..的感情,-1
实打实,1
名落孙山,-1
飘逸,1
火炽,1
恶神,-1
引人瞩目,1
宏愿,1
无端,-1
否定,-1
装蒜,-1
侵袭,-1
很深的裂缝,-1
创造力,1
姣妍,1
出手不凡,1
与..脱离,-1
供奉,1
视同草芥,-1
烫手,-1
让步,1
有益健康的,1
悲观,-1
使陷入困境,-1
不予置评,-1
抒情,1
痛苦的经验,-1
诎,-1
攀摘,1
工整的,1
低值,-1
反目,-1
范例,1
捶胸顿足,-1
流离,-1
铁心,1
搞阶级斗争,-1
客观,1
哀伤,-1
扭捏,-1
侈谈,-1
冲动的,-1
风发,1
眷眷,1
浮,-1
民望,1
富有成效,1
阻隔,-1
关注,1
不留心的,-1
虚荣,-1
跩个屁,-1
变化万千,-1
钧,1
答拜,1
偏心的,-1
祥和,1
奏凯,1
边患,-1
好运的,1
游击,-1
岂有此理,-1
没样儿,-1
筹借,1
玄妙,1
孑然一身,-1
一脚踹开,-1
偷懒的,-1
空腹,-1
关切,1
臭气熏天,-1
有瘾,-1
变皱,-1
毫无价值,-1
溺死,-1
超等,1
不足取,-1
不平等的,-1
动气,-1
懒到极点,-1
罗网,-1
良策,1
猖獗,-1
持久,1
酷好,1
难忘的,1
一再叮嘱,-1
熠熠生辉,1
心宽体胖,1
敦劝,1
八面玲珑,-1
凄苦,-1
浮躁,-1
陡然下降,-1
狗屁,-1
超逸,1
流寇,-1
无助的状态,-1
诬告,-1
滋润,1
钦佩,1
不自量力,-1
感叹,-1
小丑,-1
悬心,-1
直来直去,1
避开,-1
充满,1
拙,-1
高才,1
灯火阑珊,-1
毫不利己,1
可爱地,1
冲犯,-1
休止,-1
著,1
长,1
言归於好,1
极度兴奋,-1
岑寂,1
仞,1
有血气,1
可行,1
幽深,1
不情愿的,-1
千娇百媚,1
怀疑宗教教条的,-1
恐怖病,-1
土气,-1
不择手段,-1
指教,1
耍色,-1
饫,1
不可行,-1
风姿绰约,1
快乐主义的,1
耳熟,1
俊雅,1
致力,1
处置,-1
睁一眼闭一眼,-1
注目,1
溘逝,-1
坐卧不安,-1
差强人意的,-1
娥眉,1
保质,1
稳定的,1
无异议,1
承教,1
敏锐,1
小辫子,-1
享福,1
顽劣,-1
娄,-1
心烦意乱,-1
变态,-1
悔不该,-1
尊敬人,1
放任自我,-1
智巧,1
大姓,1
纠集,-1
余剩,-1
滚瓜烂熟,1
结彩,1
破脸,-1
舒展,1
糟粕,-1
壮志,1
空前,1
心荡神驰,1
奉璧,1
户斥,-1
阿飞,-1
伤..的感情,-1
横冲直撞,-1
有帮助,1
嫕,1
伤痕,-1
东道,1
不合宜,-1
纷繁,-1
大端,1
被打碎,-1
廪,-1
内敛,1
乱乎,-1
澄彻,1
卡住,-1
进化论,1
灼然无疑,1
表示谢绝的短柬,-1
加障碍於,-1
漏洞百出,-1
烂然,1
佥同,1
逮捕,-1
怎麽混,-1
精切,1
迷人的美,1
绕圈子的话,-1
鹤立鸡群,1
声音,-1
变得无耻,-1
众目睽睽,1
机八事,-1
资源丰富的,1
无度,-1
落落大方,1
药到病除,1
有利润,1
轻软,1
偏偏,1
缥,1
秘密,-1
谪居,-1
狰狞,-1
犯了罪的,-1
不起作用,-1
痴愚,-1
酬和,1
中伤者,-1
生疑,-1
敌军,-1
明晰,1
淡妆,1
目无余子,-1
接遇,1
挨打,-1
毒液,-1
受苦,-1
饶爽,1
爽气,1
晃悠悠,-1
狡赖,-1
自尊,1
富於,1
感发,1
耍奸,-1
无所不能,1
有数,1
波澜,1
乞怜,-1
灰朦朦,-1
产生反作用,-1
如兽,-1
充溢,1
低档,-1
不尽,-1
长的丑,-1
悲愁,-1
有根有据,1
赘述,-1
噪嚷,-1
睹物思人,1
什锦,-1
欢畅,1
未完成,-1
烂熟,1
羸弱,-1
夜有所梦,1
难取悦的,-1
出气,-1
撤退信号,-1
典雅,1
感悟,1
美的事物,1
备细,1
叛离,-1
怏然不悦,-1
懒骨头,-1
诡计,-1
康乐,1
通才,1
实则,1
有名,1
拜祷,1
沾溉,1
厚爱,1
多才多艺,1
叹服,1
难以明了的,-1
佳妙,1
心焦如焚,-1
俊,1
永远都不要看到你,-1
厌烦,-1
恍恍惚惚,-1
恼恨,-1
吸引人,1
忌刻,-1
颐养,1
新意,1
盈溢,1
不成话,-1
潜伏者,-1
废弃,-1
自大的,-1
富饶的,1
毛子,-1
鬼蜮,-1
着眼于,1
贵重,1
瘦的,-1
混淆不清,-1
利益输送,-1
名医,1
笨手,-1
遗漏,-1
善行,1
厮混,-1
笔立,1
硬汉,1
死板,-1
无礼的人,-1
关上,-1
鹤发童颜,1
枯燥无味,-1
笃行不倦,1
加害,-1
破门盗窃,-1
全身心,1
苍旻,1
杀死,-1
姣,1
哄诱,-1
亲信,-1
没法,-1
排挤,-1
流浪者,-1
毁灭性的,-1
踌躇不前,-1
充军,-1
秀慧,1
十足,1
模棱两可的话,-1
神经过敏,-1
损公肥私,-1
啜泣着说,-1
满面愁容,-1
脱落,-1
懒虫,-1
逊色,-1
沈下,-1
奥博,1
谋略,-1
失去理性,-1
吹拂,1
发愣,-1
难接近,-1
象征性,-1
半新不旧,-1
势不可当,1
快心,1
恋情,1
脱离常规,-1
恩德,1
钦仰,1
碧落,1
没有防备,-1
受抑止,-1
勤勉的,1
热门,1
有利益,1
实,1
怯生生,-1
兼备,1
搪塞,-1
倚重,1
胜任,1
猎获,1
吞吃,-1
匪祸,-1
抚慰,1
宽恕的,1
有什麽了不起,-1
吓出,-1
积蓄,1
显贵,1
果断,1
低声含糊地说,-1
天公地道,1
享乐,-1
负责的,1
傻眼,-1
恰到好处,1
未缓和,-1
责问,-1
佼,1
躁动,-1
体念,-1
匮乏,-1
骄,-1
华彩,1
够意思,1
休克,-1
脆美,1
使心智衰弱,-1
意气风发,1
把..分隔开,-1
诡谲,-1
匀净,1
安全的,1
拔冗,1
补正,1
地煞,-1
哇哩咧,-1
偷偷摸摸,-1
揭穿,-1
自由心证,-1
倒置,-1
恸哭,-1
买好,-1
强项,1
挤轧,-1
大慈大悲,1
古典的,1
容易的,1
谎言,-1
攘攘,-1
顺耳,1
各得其所,1
气盛,-1
威厉,-1
写意,1
使人首肯的,1
一挥而就,1
逐出教会,-1
伪善者,-1
一隅,-1
利于,1
使不平,-1
留下伤痕,-1
独具只眼,1
动魄惊心,-1
齿冷,-1
巾帼,1
忠贞的,1
令人怀疑,-1
名山,1
可敬重的,1
称誉,1
君子,1
手巧,1
谂熟,1
气得,-1
阴狠,-1
头脑清醒,1
博览,1
未经检查,-1
催人奋进,1
先贤,1
偷摸行走,-1
冷门,-1
文句不通,-1
轩朗,1
抹黑,-1
分裂的,-1
轰轰烈烈,1
不顺当地,-1
芜杂,-1
未击中,-1
违约,-1
煞风景,-1
不确信,-1
模棱两可的,-1
诲人不倦,1
本色,1
穿窬,-1
澈底,1
疙疙瘩瘩,-1
补救,1
吓了一跳,-1
愧恧,-1
不公,-1
不善交谈,-1
不悦耳的,-1
吉,1
清兴,1
质地薄的,-1
拔份儿,-1
淡泊明志,1
风华,1
明媚,1
势成骑虎,-1
使局限於狭小空间,-1
压力,-1
爱搭不理,-1
忧伤,-1
不安定,-1
方兴未艾,1
絮聒,-1
掺和,-1
毫不动摇,1
大闹,-1
胆怯,-1
内幕,-1
不堪,-1
通明,1
教益,1
甘醇,1
使暴露,-1
施礼,1
奖饰,1
规范,1
佳话,1
疑心,-1
夷旷,1
有含义的,1
拥挤的,-1
凄婉,-1
熟练,1
引人注目的,1
分崩离析,-1
不严密,-1
保障,1
老顽固,-1
诞,-1
煊赫,1
自命,-1
热烈,1
自缚,-1
狂怒,-1
喧天,-1
拉不下脸来,-1
撞击声,-1
增光,1
蜻蜓点水,-1
感到不适,-1
如花似玉,1
耐人寻味,1
妖怪,-1
幺麽,-1
对..感到後悔,-1
早衰,-1
洪量,1
鸡蛋里挑骨头,-1
方便的,1
排列有序,1
幽趣,1
和睦的,1
懒汉,-1
竞秀,1
恬静,1
干声连连,-1
胆小怕事,-1
清风,1
愁苦,-1
楞住,-1
高屋建瓴,1
娇纵,-1
瓦亮,1
楚楚可怜,1
挤过,-1
莹然,1
过不去,-1
勒除器,-1
怒火冲天,-1
细嫩,1
琅琅,1
惊呼出来,-1
白食,-1
不经意说出,-1
作秀,-1
麻痹,-1
阒,1
动荡不安,-1
放毒,-1
有盼,1
泼悍,1
烂货,-1
涩苦,-1
草圣,1
信口雌黄,-1
枯燥,-1
震怒,-1
有失偏颇,-1
辟,1
有干劲,1
百折不回,1
不宜,-1
告密,-1
心神不宁,-1
惧,-1
张牙舞爪,-1
五彩缤纷,1
成功,1
挂漏,-1
希有,1
奉行,1
跪拜,1
欢喜的,1
合意,1
理想的,1
昏厥,-1
赏,1
敞开儿,1
不屈不挠,1
发爆震声,-1
夙儒,1
空空洞洞,-1
道道地地,1
缔造,1
恶势力,-1
昏昏欲睡,-1
冗长乏味,-1
朦胧,-1
悖时,-1
站得住,1
变脸,-1
惭不惭愧,-1
灵性,1
去搞,-1
宽,1
值得的,1
不等,-1
独裁,-1
繁复,-1
皎皎,1
嫌疑,-1
赌气,-1
软绵绵,-1
精要,1
无子,-1
生搬硬套,-1
冷嘲,-1
芳龄,1
把握,1
勇敢的行为,1
带领,1
不成样子,-1
群芳,1
苦功,1
热切地,1
作为奖品的,1
明察秋毫,1
褒贬,-1
令人讨厌的人,-1
臆见,-1
卓然,1
湛深,1
聪慧的,1
轻薄透明,1
昏乱,-1
杀气腾腾,-1
报怨,-1
大惊小怪,-1
名宿,1
黑心肠,-1
蠢蠢欲动,-1
土匪,-1
风险,-1
罢课,-1
造福,1
迈进,1
脆亮,1
宁为玉碎,1
复杂性,-1
鄙夷,-1
判明,1
用尖锐的声音说,-1
棒,1
人心所向,1
不完美的,-1
索然,-1
皱眉头,-1
不逞,-1
振作,1
砰然,-1
锁链,-1
气候,1
愚蒙,-1
顺眼,1
赞词,1
督教,1
明确,1
怡然自得,1
促成,1
犹犹豫豫,-1
魅人,1
不着,-1
使用计谋的,-1
荡荡,1
站得住脚,1
风平浪静,1
恰当的,1
学究气,-1
没治,-1
对进行报复,-1
无可置辩的,1
隔开,-1
令人不愉快的,-1
不能的,-1
盲目,-1
不可预测,-1
手黑,-1
打..的屁股,-1
恬,1
日久生情,1
用力按,-1
虚脱,-1
破裂,-1
黑手,-1
欣喜若狂,1
刚毅,1
歇斯底里,-1
流氓,-1
超自然,-1
特别,1
挂火,-1
有名的,1
特出,1
大悲,-1
公平地,1
打烂,-1
厚脸,-1
醇朴,1
祸患,-1
大意,-1
绝群,1
安分,1
明晃晃,1
违规,-1
词令,1
奇袭,1
忿怒,-1
直言不讳,1
财气,1
动情,1
花魁,1
可信,1
细匀,1
事关重大,1
秀丽,1
跩的二五八万,-1
虚造,-1
脆弱,-1
乱说,-1
畸形人,-1
出手阔气,-1
阻塞,-1
昭然,1
打春,1
晶洁,1
倾轧,-1
崇,1
下饭,1
重击,-1
猛然一动,-1
信用,1
坦实,1
书生气,-1
激越,1
花好月圆,1
见利忘义,-1
厌恶的,-1
安可,1
龌龊,-1
平淡无味,-1
使挫折,-1
情文并茂,1
使纯,-1
以一当十,1
窄,-1
不祥,-1
均衡的,1
欢迎的,1
鸿运,1
扭歪,-1
威力,-1
拥有压倒优势,-1
鼓舞人心的,1
阴凄,-1
恚愤,-1
使含糊,-1
振发,1
撕裂处,-1
不留神的,-1
品行,1
巧致,1
没有用,-1
很好,1
逐出,-1
奖杯,1
死黑店,-1
投缘,1
怪僻,-1
动火,-1
嬉笑怒骂,-1
温暖,1
似天使的,1
烦躁,-1
向导,1
夸,1
根本不是我,-1
顽钝,-1
醉生梦死,-1
弱小的,-1
危言耸听,-1
不费力,1
聪明绝顶,1
跟脚,1
错案,-1
死胖子,-1
违抗命令,-1
卒仔脸,-1
横,-1
残敌,-1
游街,-1
笑兮兮,1
格外的,-1
暖呼呼,1
窘迫不安,-1
和和气气,1
淫辞,-1
白痴般的,-1
啧啧称赞,1
不消化,-1
臭德性,-1
适宜,1
求全责备,-1
露怯,-1
英明的,1
厚谊,1
闻人,1
病弱,-1
性急,-1
玎玲,1
淫乐,-1
不可能的,-1
猪母,-1
竹篮子打水,-1
闷棍,-1
涩滞,-1
俏丽,1
自行,1
富幽默感,1
前无古人,1
墓穴,-1
贪生不死,-1
异,-1
翩跹,1
好天气,1
至善,1
耍小姐脾气,-1
怜悯心,1
作呕,-1
黑白分明,1
什麽态度,-1
富於同情心,1
湮没,-1
无声音的,-1
无名火起,-1
背道而驰,-1
是,1
墙头草两边倒,-1
疤痕,-1
一团糟,-1
见长,1
没有自信的,-1
冤狱,-1
满勤,1
配得上,1
怒火,-1
奴隶,-1
洌,1
凝聚力,1
不理会,-1
瞧不上,-1
粉屌,-1
民主,1
菲薄,-1
推心置腹,1
孤负,-1
变旧,-1
使处於不利,-1
直观,1
变天,-1
好心,1
插手,-1
热气,1
恐,-1
砰击,-1
引起震惊的事件,-1
木雕泥塑,-1
事实上,1
老气横秋,-1
教导,1
猖狂,-1
间杂,-1
不得,-1
顾盼自雄,1
倚仗,-1
异想天开,-1
颁示,1
杂交,-1
颖慧,1
喧嚷,-1
先烈,1
状元,1
初生牛犊般,1
奖章,1
苦境,-1
锬,1
家丑,-1
神伤,-1
头脑清楚,1
惊呼,-1
幻异,-1
摇篮,1
夤,1
血汗,1
无深虑,-1
不坚固的,-1
收罗,-1
迫不得已,-1
发育,1
乖剌,-1
千锤百炼,1
荒芜,-1
静穆,1
烦,-1
挫败,-1
富,1
刚硬,1
忠,1
不耐烦,-1
入绪,1
赃款,-1
伏诛,-1
千依百顺,1
闷热的,-1
真实可信,1
表扬,1
酣甜,1
无用的,-1
动态各异,1
刚正,1
新颖,1
高古,1
心机很重,-1
费时,-1
姑息,-1
蛆虫,-1
深思,1
惊喜,1
诚,1
前途无量,1
毛坑,-1
黄毒,-1
充斥,-1
愤懑,-1
带动,1
充分,1
看不见的,-1
素朴,1
混混沌沌,-1
无法忍受的,-1
豪放,1
有困难的,-1
亲密的,1
照本宣科,-1
示弱,-1
复杂化,-1
虚话,-1
隐藏,-1
放逐,-1
符合要求的,1
嫦娥,1
洞悉,1
查明,1
纤细的,1
送往迎来,1
信心,1
驰骋,1
补济,1
同心协力,1
老奸巨猾,-1
使人信服的,1
面呈病色,-1
互助合作,1
无奈,-1
不如人意,-1
拘囿,-1
肇事,-1
愣头愣脑,-1
汹涌,1
风吹日晒,-1
毅勇,1
落后,-1
大革命,1
恩恩爱爱,1
揩油,-1
生恐,-1
妒嫉,1
怔神儿,-1
有贵族气派,1
等着看,-1
迷途知返,1
陷井,-1
未减轻的,-1
变相,-1
遵照,1
逼仄,-1
粗线条,-1
葬身,-1
知遇,1
罪证,-1
功勋,1
好唠叨的人,-1
休息,1
谦逊,1
生育,1
柔肠寸断,-1
成材,1
淳,1
末路,-1
有贵族气派的,1
无法预料的,-1
郁结,-1
有功,1
文治,1
混,-1
崭新的,1
新异,1
蔼然可亲,1
侵略国,-1
打憷,-1
积满灰尘,-1
承,1
拉交情,-1
丰满,1
诱惑物,-1
憎恨之物,-1
出神的,1
不甩,-1
塞哩几抠碗粿,-1
猛地关上,-1
坚挺,1
衰替,-1
逃兵,-1
砍落,-1
跩什麽鬼,-1
失明,-1
赔钱,-1
无耻谓之贱,-1
异途同归,1
稳练,1
苦差,-1
年迈力衰,-1
亨通,1
闹脾气,-1
确实可靠,1
知罪,1
喧扰,-1
阙陋,-1
漏丑,-1
开枪,-1
极贵重的,1
投敌,-1
宏朗,1
不肯定,-1
惊叹,-1
欢好,1
唯恐不及,-1
低姿态,-1
轻快,1
得奖的,1
扶贫,1
威逼,-1
压制性的,-1
飘飘然,1
刮掉,-1
完美无缺,1
以呻吟声说出,-1
花拳绣腿,-1
怒火中烧,-1
追杀,-1
没效,-1
英勇无畏,1
不明了,-1
丑陋的,-1
祷告,1
赫赫有名,1
彬彬有礼的,1
侵犯人身,-1
轻率的,-1
苍葱,1
别扭,-1
精蕴,1
真朴,1
准备,1
不肯定的,-1
超俗,1
才智,1
无远见,-1
缝你嘴巴,-1
使一团糟,-1
嗟悔,-1
黑漆寥光,-1
起义,1
偏见,-1
递交,1
隔靴搔痒,-1
不待见,-1
教唆,-1
嫌东嫌西,-1
拆毁,-1
质次价高,-1
战乱,-1
醉心,1
纷杂,-1
下垂度,-1
武力,-1
堵塞,-1
铁血,-1
不毛,-1
盈利,1
值得纪念的,1
含苞,1
臭名,-1
删除,-1
侮慢,-1
和祥,1
奇葩,1
诶,-1
迷惑的,-1
教训,-1
传染,-1
没礼貌,-1
熙来攘往,1
容易亲近,1
慢吞吞地行进,-1
磕头碰脑,-1
跺脚,-1
过分简单化,-1
光明正大,1
拒绝..,-1
男盗女娼,-1
乖违,-1
无精打采,-1
损耗,-1
互让,1
你以为自己,-1
厌烦的,-1
忍下来,-1
游移,-1
扼杀,-1
晶光,1
受感情驱使,-1
贬职,-1
阴私,-1
唾骂,-1
使陶醉,1
追诉,-1
谦慎,1
篡权,-1
发臭的,-1
懂礼,1
一若以往,1
见怪,-1
不凡的,1
拍案叫绝,1
不省,-1
大纛,1
神采,1
不测,-1
机谋,1
倾斜的,-1
失意,-1
雾朦胧,-1
孤寂的,-1
力行,1
温柔亲切,1
毫不含糊的,1
丧亲,-1
地利,1
旷工,-1
欣欣,1
频繁,-1
浪漫,1
打冲锋,1
尽心尽力,1
失志,-1
渗透,-1
反讽,-1
写实地,1
痉挛,-1
骄气,-1
茂密,1
反作用,-1
缺损,-1
缛,-1
使用方便的,1
诽谤性的,-1
掩护,-1
吉祥如意,1
行云流水,1
枯涩,-1
学有专精,1
搞糟,-1
宝刀,1
有礼貌的行为,1
平心静气,1
翻云覆雨,-1
无奇,-1
猛烈的,-1
颛蒙,-1
看了就有气,-1
纯谨,1
谐婉,1
轻悠悠,1
芳醇,1
生造,-1
婷婷,1
玩忽,-1
啜泣,-1
诡密,-1
艺苑,1
细颗粒度,1
制止物,-1
说怪话,-1
害人,-1
尊崇,1
乱兵,-1
冒充的,-1
无形的,-1
喧闹的,-1
年轻力壮,1
展翅,1
平安的,1
受到阻滞,-1
主将,1
见死不救,-1
呆,-1
并吞,-1
不够,-1
苟安,-1
内秀,1
白面儿,-1
放胆,1
染缸,-1
逆境,-1
不长果实的,-1
残害,-1
自杀,-1
给我小心点,-1
极恶,-1
蹈袭,-1
未被,-1
挂虑,-1
羊质虎皮,-1
可歌可涕,1
树敌,-1
非自愿的,-1
赤字,-1
碍眼,-1
协调一致,1
幸事,1
郁郁寡欢,-1
哀愁,-1
幸福的,1
摸弄,-1
次品,-1
茕茕孑立,-1
利,1
细致优雅的,1
是非分明,1
得力,1
深度,1
喧嚣的,-1
毙了他,-1
喜幸,1
冒险假设,-1
胆大如斗,1
法治,1
慎虑的,1
株连,-1
玩人家,-1
筹谋,1
不相宜,-1
难题,-1
皇皇,-1
你他妈的,-1
发祥地,1
滑腻,1
冷酷地,-1
动态平衡,1
看得上,1
最适当地,1
明秀,1
刚刚,1
暖烘烘,1
鄙,-1
通权达变,1
没受,-1
即席,1
风度,1
冒进,-1
消沉,-1
甜点,1
乖谬,-1
苦心造诣,1
消耗性的,-1
忭,1
猥辞,-1
贴己,1
死板板,-1
讥诮,-1
郁郁不乐,-1
惨境,-1
生厌,-1
人权,1
疙里疙瘩,-1
柔韧,1
衷肠,1
不犹豫,1
驱使,-1
清和,1
否定的,-1
不俭省,-1
接班人,1
欣喜,1
倥侗,-1
简洁,1
依然如故,-1
发愤图强,1
怀恨,-1
增加,1
不可或缺,1
固执的,-1
走开啦,-1
臆,-1
素昧平生,-1
不爽,-1
光灿,1
偷懒,-1
未确定,-1
苦修,1
萎缩,-1
奋飞,1
美人,1
三天打鱼，两天晒网,-1
悍然,-1
革故鼎新,1
绝唱,1
赠言,1
做主,1
说鸟话,-1
不信任的,-1
风波,-1
回礼,1
挨边,1
内情,-1
用带捆住,-1
耿耿忠心,1
品性不端的,-1
富民,1
训练,1
讨厌的事,-1
遂意,1
绝艺,1
邃,1
苦脸,-1
魂牵梦系,1
无风起浪,-1
典籍,1
稳步,1
浮躁的,-1
筹集,1
简捷,1
眼生,-1
黑乎乎,-1
不泄气,1
警切,1
身心健康,1
亘古未有,1
死亡,-1
扰乱,-1
华美,1
猛抛,-1
佞幸,-1
歪风,-1
智,1
荒歉,-1
欢洽,1
沈重缓慢地走,-1
经验,1
要害,1
博洽,1
纤细,1
你以为你是谁,-1
看不过去,-1
淫邪,-1
胡思乱想的,-1
谲,-1
专横的,-1
妖风,-1
灭迹,-1
弄混,-1
订正,1
弘论,1
探访,1
师范,1
必死无疑,-1
不懂事的,-1
申诉,-1
纰漏,-1
嗬欠,-1
遴,-1
淡远,1
烧坏,-1
手紧,-1
背信弃义的,-1
好追根究底,1
低标准,-1
闲散,-1
无辜,1
欠干,-1
轻轻松松,1
重聚,1
芬芳的,1
战兢兢,-1
够戗,-1
利用别人,-1
说不过去,-1
糜烂,-1
紧急需要,-1
寂寞,-1
公正地,1
大屠杀,-1
优势,1
软弱,-1
较真儿,1
饕,-1
虐政,-1
惊叫,-1
积弊,-1
便当,1
收效,1
巧言利口,-1
冲动,-1
一败涂地,-1
融和,1
干犯,-1
诮呵,-1
哩哩啦啦,-1
榜样,1
坚韧,1
入耳,1
卓见,1
慈祥的,1
嘴巴放乾净一点,-1
闷闷不乐,-1
肠断,-1
多风暴的,-1
青碧,1
避重就轻,-1
值得信赖,1
使遭受,-1
反面,-1
雅玩,1
不惑,1
不见,-1
无家,-1
毁谤,-1
恪守,1
擦痛,-1
匪徒,-1
真心真意,1
失败,-1
多姿多采,1
花言巧语,-1
视同蝼蚁,-1
寒,-1
适当,1
眼巴巴,-1
不力,-1
机遇,1
献技,1
不受尊重,-1
哩溜歪斜,-1
不合法的,-1
良友,1
灵巧的,1
实在论的,1
度量小,-1
颂歌,1
派系,-1
行为不良,-1
荒瘠,-1
想念,1
骂得狗血喷头,-1
和谐的,1
任劳任怨,1
患,-1
勤谨,1
枷锁,-1
阻碍物,-1
眼红,1
感化,1
夸耀的,-1
悲观主义的,-1
富国,1
东洋鬼子,-1
后怕,-1
还不够乱吗,-1
自怜,-1
使有危险,-1
当先,1
坏蛋,-1
怍,-1
得人心,1
狡诈的,-1
缩减,-1
坦率直言,1
打心底里,1
暴跳,-1
名闻遐迩,1
顽固,-1
混杂,-1
富岁,1
未被通知,-1
易管理,1
盘问,-1
天南地北,-1
漂亮的东西,1
不知疲倦,1
浊浪,-1
乱民,-1
正确的,1
凯旋,1
囊括,1
疑心病,-1
心眼小,-1
免费的,1
大恐慌,-1
群氓,-1
裂隙,-1
花枝招展,1
微末,-1
瞧不上眼,-1
逼视,-1
竹篮子打水一场空,-1
坐视不救,-1
掉队,-1
合欢,1
怨怼,-1
碰撞,-1
该罚下地狱,-1
举国,1
生日快乐,1
棋圣,1
水滴石穿,1
讨,-1
叱责,-1
牵累,-1
良心不安,-1
臭棋,-1
紧急,-1
寒碜,-1
下三赖,-1
儒将,1
手腕,-1
成绩,1
诡,-1
纯真,1
腾跃,1
光怪陆离,-1
异香,1
看上,1
惊人的,-1
看得起,1
青绿,1
被喜爱的,1
滑天下之大稽,1
凄迷,-1
急语,-1
艰危,-1
精力充沛,1
思念,1
嘲笑的,-1
赤诚,1
舍生忘死,1
声讨,-1
歪曲,-1
哀鸿遍野,-1
芳年,1
呕心沥血,1
唉哟,-1
实用性的,1
暴怒,-1
凄然,-1
有利条件,1
明摆着,1
瞧不起人,-1
风吹,-1
苞,1
罪愆,-1
拳打,-1
无实效,-1
惊羡,1
鸷,-1
乏,-1
馈遗,1
义师,1
有帮助的,1
兵燹,-1
软媚,1
无目的,-1
脆,1
缺乏感情或兴趣,-1
嘈杂的谈笑声,-1
无根据,-1
强光,-1
反对的,-1
挺脱,1
精力枯竭,-1
凶宅,-1
荫庇,1
贱民,-1
念,1
死心眼儿,-1
处境艰难,-1
重托,1
美誉,1
砸锅,-1
醇美,1
举荐,1
超级,1
过奖,1
忠诚,1
合乎逻辑,1
豢养,-1
大而无当,-1
不谨慎,-1
夭寿,-1
吞剥,-1
发愤,1
明镜,1
鸡巴,-1
蒙蒙,-1
失色,-1
撞墙,-1
柔肠百结,-1
壮大,1
博雅,1
鬼迷心窍,1
鸿儒,1
乱叫,-1
令人恼火,-1
般配,1
暴发,-1
使蒙羞,-1
粗,-1
警报,-1
旁徨,-1
不犹豫的,1
劣质,-1
溜须拍马,-1
慈悲为怀,1
臊,-1
珍惜,1
富丽堂皇,1
乱嘈嘈,-1
易变的,-1
学习好,1
拜别,1
怅,-1
宛妙,1
区区,-1
反悔,-1
愣要,1
歪理,-1
找事,-1
井井有条,1
窘困,-1
夙怨,-1
忧烦,-1
捷音,1
奇彩,1
囚首垢面,-1
眼光短浅,-1
退场,-1
捎带,1
无魅力,-1
猪狗不如,-1
滑稽的,-1
懒得理你,-1
挥霍无度,-1
讹,-1
惊异,-1
憾,-1
至上的,1
锦簇花团,1
无缘无故,-1
无法无天,-1
死气沉沉,-1
润,1
完满,1
炳,1
虚怯,-1
残忍,-1
灵机,1
艰难的,-1
依赖的,-1
肃穆,1
天摇地动,1
适合的,1
亳不留情的,-1
拆散,-1
一意孤行,-1
埋地雷,-1
奔流,1
贪婪,-1
灵光,1
隐蔽处,-1
有把握的,1
私欲,-1
不幸,-1
充裕,1
成空,-1
累赘的,-1
赤贫者,-1
尖酸刻薄,-1
马的咧,-1
精美,1
